company_name,high,low,last_price,prev_close,change,percent_gain
Godrej Consumer,"1,293.50","1,280.85","1,283.70","1,283.15",0.55,0.04
GNFC,629.85,624.80,625.40,625.15,0.25,0.04
Angel One,"3,100.00","3,050.00","3,052.65","3,051.60",1.05,0.03
ICICI Lombard ,"1,946.00","1,905.45","1,918.00","1,917.35",0.65,0.03
Larsen,"3,641.90","3,620.55","3,623.55","3,622.30",1.25,0.03
Aster DM Health,450.60,442.10,444.70,444.60,0.1,0.02
Bata India,"1,365.00","1,354.00","1,355.95","1,355.65",0.3,0.02
Asian Paints,"2,965.75","2,930.00","2,935.95","2,935.65",0.3,0.01
Adani Energy,990.00,976.00,976.30,976.20,0.1,0.01
Dixon Technolog,"14,360.00","14,050.00","14,063.20","14,061.60",1.6,0.01
